genome	organism	contigs	bases	tRNA	rRNA	CDS	tmRNA	repeat_region	OriginalName	Study_set	GenomeType	Sample_accession	Country	Continent	Host	Source	Disease	SamplingDate	Latitude	Longtitude	contigs_0_bp	contigs_1000_bp	contigs_5000_bp	contigs_10000_bp	contigs_25000_bp	contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largestcontig	Total_length	GC	N50	N75	L50	L75	Ns_per_100_kbp	Marker_lineage	Completeness	Contamination	Strain_heterogeneity	subdivision	lineages	letter	color
AF15_10LB	Bacteroides	45	5170789	63	3	4275	2	3	GUT_GENOME000850	UHGG	Isolate	SAMN09734276	China	Asia	Homo sapiens	faeces	NA	01/11/2013	NA	NA	45	39	30	26	21	20	5170789	5166160	5149359	5127894	5065232	5028835	45	951093	5170789	43.29	422021	155678	4	9	6.23	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
OM06_30AC	Bacteroides	24	5079420	64	3	4220	1	2	GCA_003438775.1_ASM343877v1_genomic.fna	Genbank	Isolate	SAMN09736823	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	24	23	20	19	16	16	5079420	5078690	5070329	5061884	5003359	5003359	24	884988	5079420	43.36	356573	238078	5	9	1.77	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage G	G	#68c668
OM06_1	Bacteroides	21	5081261	64	3	4222	1	2	GUT_GENOME140305	UHGG	Isolate	SAMN09736813	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	21	19	15	14	13	13	5081261	5080123	5071645	5063194	5042691	5042691	21	1140463	5081261	43.36	455129	338472	3	6	1.97	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage G	G	#68c668
AF27_10	Bacteroides	89	5420590	62	3	4559	2	3	GUT_GENOME001094	UHGG	Isolate	SAMN09734520	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	89	77	48	41	31	25	5420590	5412471	5344595	5289059	5123022	4910914	89	741298	5420590	43.4	212576	109720	8	16	11.97	o__Bacteroidales_(UID2657)	98.88	0	0	1	lineage O	O	#cf9cb3
AF26_6	Bacteroides	40	5224118	71	3	4369	1	3	GUT_GENOME001091	UHGG	Isolate	SAMN09734517	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	40	36	32	27	23	15	5224118	5221352	5212356	5180479	5129810	4819076	40	1074800	5224118	43.23	495177	285716	4	8	9.05	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
AM31_13AC	Bacteroides	53	5065519	66	3	4189	1	1	GUT_GENOME001648	UHGG	Isolate	SAMN09736425	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	53	50	40	36	27	26	5065519	5063382	5039966	5012222	4871086	4844796	53	633690	5065519	43.42	236117	144223	8	14	10.82	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
OF03_7	Bacteroides	274	5346235	56	8	4957	1	4	GUT_GENOME140075	UHGG	Isolate	SAMN09736701	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	274	240	149	111	67	33	5346235	5319420	5096990	4825060	4116146	2887115	274	165927	5346235	43.51	54143	27227	29	64	8.17	o__Bacteroidales_(UID2657)	97.99	0.76	0	2	NA	NA	NA
OF01_1	Bacteroides	60	5223488	65	3	4448	1	NA	GUT_GENOME140042	UHGG	Isolate	SAMN09736661	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	60	53	42	38	35	28	5223488	5217987	5189350	5161944	5120925	4872372	60	462164	5223488	43.42	198902	118705	9	17	4.02	o__Bacteroidales_(UID2657)	99.26	0.19	0	2	NA	NA	NA
OM04_9BH	Bacteroides	43	5459886	67	4	4627	1	2	GUT_GENOME140276	UHGG	Isolate	SAMN09736791	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	43	39	32	31	26	23	5459886	5457030	5442365	5436712	5371802	5248061	43	860544	5459886	43.52	259184	179555	6	12	3.48	o__Bacteroidales_(UID2657)	99.26	0.56	0	2	NA	NA	NA
OM05_11	Bacteroides	184	5145408	57	8	5084	1	2	GUT_GENOME140281	UHGG	Isolate	SAMN09736794	China	Asia	Homo sapiens	faeces	NA	01/12/2013	NA	NA	184	166	109	87	66	35	5145408	5131514	4989020	4825454	4444867	3261765	184	286312	5145408	43.41	66435	40967	24	49	6.04	o__Bacteroidales_(UID2657)	95.91	0.19	0	2	NA	NA	NA
AF33_30	Bacteroides	249	5040582	58	4	4741	1	1	GUT_GENOME001178	UHGG	Isolate	SAMN09734604	China	Asia	Homo sapiens	faeces	NA	01/01/2014	NA	NA	249	207	131	105	69	25	5040582	5012380	4824252	4639641	4029499	2398971	249	221859	5040582	43.6	48935	30008	28	61	0	o__Bacteroidales_(UID2657)	98.16	0.19	0	1	lineage O	O	#cf9cb3
OF05_13AC	Bacteroides	33	5340087	61	3	4489	1	NA	GCA_003439635.1_ASM343963v1_genomic.fna	Genbank	Isolate	SAMN09736715	China	Asia	Homo sapiens	faeces	NA	01/01/2014	NA	NA	33	31	28	27	24	22	5340087	5338523	5330666	5325641	5274078	5200947	33	780270	5340087	43.59	373362	196943	5	10	2.19	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
AF32_10	Bacteroides	42	5306467	66	3	4469	2	3	GUT_GENOME001160	UHGG	Isolate	SAMN09734586	China	Asia	Homo sapiens	faeces	NA	01/01/2014	NA	NA	42	39	31	28	20	20	5306467	5304615	5281749	5258375	5140651	5140651	42	710298	5306467	43.41	374893	184261	6	11	4.26	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	origin	origin	#c9c493
OF05_11AC	Bacteroides	30	5398873	64	3	4566	1	NA	GUT_GENOME140086	UHGG	Isolate	SAMN09736712	China	Asia	Homo sapiens	faeces	NA	01/01/2014	NA	NA	30	28	23	23	21	20	5398873	5397580	5384934	5384934	5354712	5323251	30	780248	5398873	43.53	386436	208997	6	10	2.78	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
AM40_4AC	Bacteroides	70	5165672	66	3	4274	1	3	GUT_GENOME001747	UHGG	Isolate	SAMN09736525	China	Asia	Homo sapiens	faeces	NA	01/01/2014	NA	NA	70	63	44	39	29	24	5165672	5161170	5111763	5081925	4912032	4710131	70	520858	5165672	43.25	236153	126246	8	15	6.23	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
ISCST1982	Bacteroides	458	5206287	54	3	4614	1	NA	GCA_003852685.1_ASM385268v1_genomic.fna	Genbank	Isolate	SAMN09780485	Russia	Asia	Homo sapiens	Appendix tissue	appendicitis	21/01/2014	52.17	104.17	458	373	266	172	64	13	5206287	5174064	4853030	4171547	2429354	825451	390	78316	5186277	43.02	23082	12017	71	147	0	o__Bacteroidales_(UID2657)	98.33	1.05	0	1	lineage L	L	#0016b4
TM08_15	Bacteroides	33	5195045	61	3	4332	1	3	GUT_GENOME239796	UHGG	Isolate	SAMN09737008	China	Asia	Homo sapiens	faeces	NA	01/02/2014	NA	NA	33	31	25	24	21	19	5195045	5193751	5176406	5170759	5120338	5052795	33	666198	5195045	43.3	316143	201865	6	11	2.89	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
TF09_1	Bacteroides	28	5253326	62	3	4388	1	NA	GUT_GENOME239712	UHGG	Isolate	SAMN09736920	China	Asia	Homo sapiens	faeces	NA	01/02/2014	NA	NA	28	26	23	23	20	18	5253326	5251831	5244236	5244236	5205119	5122581	28	938005	5253326	43.47	469732	210545	4	9	6.22	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
alien_11_881_0	Bacteroides	194	5062205	34	1	4163	NA	NA	GUT_GENOME019468	UHGG	MAG	SAMEA4545457	Germany	Europe	Homo sapiens	faeces	NA	31/03/2014	49.3988	8.6724	194	194	160	125	66	30	5062205	5062205	4943300	4686375	3686452	2372799	194	181019	5062205	43.07	45685	22926	34	71	0	o__Bacteroidales_(UID2657)	94.57	2.23	42.86	1	origin	origin	#c9c493
AF46_2GN	Bacteroides	237	5472193	58	5	5242	2	NA	GUT_GENOME001299	UHGG	Isolate	SAMN09734725	China	Asia	Homo sapiens	faeces	NA	01/04/2014	NA	NA	237	201	145	112	80	31	5472193	5445240	5298185	5077157	4572726	2811120	237	230846	5472193	43.8	52143	30637	30	64	2.45	o__Bacteroidales_(UID2657)	97.86	0.19	0	1	lineage E	E	#baff69
CF01_8	Bacteroides	139	5044825	57	7	4654	1	1	GUT_GENOME015915	UHGG	Isolate	SAMN09736660	China	Asia	Homo sapiens	faeces	NA	01/04/2014	NA	NA	139	130	94	73	54	34	5044825	5037884	4936377	4787816	4435985	3669708	139	247803	5044825	43.34	96938	46428	17	37	0	o__Bacteroidales_(UID2657)	98.16	0.19	0	1	lineage P	P	#cc4d8e
AM47_7	Bacteroides	87	5060698	60	5	4581	1	NA	GUT_GENOME001825	UHGG	Isolate	SAMN09736602	China	Asia	Homo sapiens	faeces	NA	01/04/2014	NA	NA	87	77	66	54	41	31	5060698	5054048	5024466	4942166	4713134	4365999	87	785411	5060698	43.18	139484	74471	11	22	10.55	o__Bacteroidales_(UID2657)	98.02	0	0	1	origin	origin	#c9c493
008_6_1_stool_1	Bacteroides	69	5155691	40	1	4308	NA	NA	GUT_GENOME185215	UHGG	MAG	SAMN05545030	USA	North America	Homo sapiens	faeces	NA	01/06/2014	39.28846264	-76.62594594	69	69	66	61	55	42	5155691	5155691	5145228	5104581	4973632	4491796	69	268612	5155691	43.52	93618	62618	16	32	0	o__Bacteroidales_(UID2657)	98.4	0	0	1	origin	origin	#c9c493
008_6_23_stool	Bacteroides	127	4503053	41	2	3655	1	NA	GUT_GENOME185187	UHGG	MAG	SAMN05545031	USA	North America	Homo sapiens	faeces	NA	23/06/2014	39.28846264	-76.62594594	127	127	119	104	66	28	4503053	4503053	4480960	4375341	3737545	2265414	127	207033	4503053	43.84	51019	32944	28	55	0	o__Bacteroidales_(UID2657)	93.48	0.89	54.55	1	origin	origin	#c9c493
BIOML_A1	Bacteroides	127	5349002	64	3	4528	2	1	GCA_008571285.1_ASM857128v1_genomic.fna	Genbank	Isolate	SAMN11943472	USA	North America	Homo sapiens	faeces	NA	04-Jul-14	42.36	-71.06	127	127	39	36	33	27	5349002	5349002	5228580	5208699	5166466	4941618	127	404365	5349002	43.48	192549	117688	9	17	0	o__Bacteroidales_(UID2657)	99.26	1.46	0	1	origin	origin	#c9c493
BIOML_A4	Bacteroides	38	5252136	59	3	4439	2	1	GCA_008571185.1_ASM857118v1_genomic.fna	Genbank	Isolate	SAMN11943475	USA	North America	Homo sapiens	faeces	NA	04-Jul-14	42.36	-71.06	38	38	33	31	28	25	5252136	5252136	5240080	5229371	5184772	5052730	38	724578	5252136	43.46	211707	154237	6	14	0.02	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BIOML_A5	Bacteroides	36	5254273	56	3	4436	2	1	GCA_008571215.1_ASM857121v1_genomic.fna	Genbank	Isolate	SAMN11943476	USA	North America	Homo sapiens	faeces	NA	04-Jul-14	42.36	-71.06	36	36	31	27	26	23	5254273	5254273	5240493	5216517	5197920	5061131	36	674500	5254273	43.46	213533	165417	6	13	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BIOML_A2	Bacteroides	38	5264588	58	3	4447	2	1	GCA_008571295.1_ASM857129v1_genomic.fna	Genbank	Isolate	SAMN11943473	USA	North America	Homo sapiens	faeces	NA	04-Jul-14	42.36	-71.06	38	38	26	25	24	21	5264588	5264588	5237580	5232523	5219135	5102059	38	772424	5264588	43.45	386369	163612	5	12	0.02	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BIOML_A3	Bacteroides	44	5259393	61	3	4440	2	1	GCA_008571275.1_ASM857127v1_genomic.fna	Genbank	Isolate	SAMN11943474	USA	North America	Homo sapiens	faeces	NA	04-Jul-14	42.36	-71.06	44	44	34	29	27	23	5259393	5259393	5240105	5206766	5175534	5001883	44	638164	5259393	43.46	212006	164822	6	13	0.02	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
1048_bav	Bacteroides	106	4506266	23	NA	3626	NA	2	GUT_GENOME199167	UHGG	MAG	SAMN06328420	USA	North America	Homo sapiens	faeces	NA	04/08/2014	NA	NA	106	106	101	90	60	30	4506266	4506266	4488660	4412577	3948349	2862941	106	269460	4506266	43.5	65038	37075	20	42	0	o__Bacteroidales_(UID2657)	94.59	0	0	1	lineage C	C	#d58840
GUT_GENOME203870	Bacteroides	67	4691262	44	NA	3738	1	2	GUT_GENOME203870	UHGG	MAG	SAMN06233224	Spain	Europe	Homo sapiens	faeces	Diabetes type 2	04/11/2014	41.997742	2.820006	67	67	63	58	44	34	4691262	4691262	4677132	4639744	4433163	4075059	67	349877	4691262	43.16	109855	76292	13	26	0	o__Bacteroidales_(UID2657)	94.08	2.88	64.71	1	origin	origin	#c9c493
GUT_GENOME205362	Bacteroides	63	4616205	42	2	3788	1	NA	GUT_GENOME205362	UHGG	MAG	SAMN06233224	Spain	Europe	Homo sapiens	faeces	Diabetes type 3	04/11/2014	41.997742	2.820006	63	63	59	57	51	36	4616205	4616205	4602137	4585197	4480394	3969680	63	310316	4616205	43.62	102531	63848	13	28	0	o__Bacteroidales_(UID2657)	91.8	0.56	0	2	NA	NA	NA
1001095H_141210_E11	Bacteroides	121	4864580	64	3	4012	2	1	GCA_019013355.1_ASM1901335v1_genomic.fna	Genbank	Isolate	SAMN15532727	USA	North America	Homo sapiens	faeces	NA	10/12/2014	NA	NA	64	64	50	46	42	30	5359295	5359295	5324859	5295448	5227248	4781429	64	442999	5359295	43.61	167823	117115	11	20	24.82	o__Bacteroidales_(UID2657)	98.38	0	0	1	lineage B	B	#895b39
1001099B_141217_C6	Bacteroides	61	4990595	59	3	4099	1	NA	GCA_015550765.1_ASM1555076v1_genomic.fna	Genbank	Isolate	SAMN15532905	USA	North America	Homo sapiens	faeces	NA	17/12/2014	NA	NA	61	61	48	42	37	29	4990595	4990595	4963406	4925032	4844745	4577370	61	549732	4990595	43.4	191470	94436	10	18	29.13	o__Bacteroidales_(UID2657)	99.26	0.74	0	2	NA	NA	NA
H2M514906	Bacteroides	41	4324053	38	NA	3474	NA	NA	GUT_GENOME123727	UHGG	MAG	SAMEA3951708	China	Asia	Homo sapiens	faeces	NA	05/01/2015	39.9	116. 3  	41	41	41	39	35	26	4324053	4324053	4324053	4313167	4250653	3925583	41	608445	4324053	43.59	174257	84603	8	17	0	o__Bacteroidales_(UID2657)	91.2	0	0	1	lineage B	B	#895b39
H1M213648	Bacteroides	34	4955921	58	NA	4071	1	3	GUT_GENOME122561	UHGG	MAG	SAMEA3951694	China	Asia	Homo sapiens	faeces	NA	05/01/2015	39.9	116. 3  	34	34	33	30	28	24	4955921	4955921	4954317	4934387	4902151	4756435	34	626091	4955921	43.33	230187	173364	7	13	0	o__Bacteroidales_(UID2657)	98.86	0	0	1	lineage D	D	#c96744
H3M515950	Bacteroides	61	4873159	44	NA	3957	1	3	GUT_GENOME124442	UHGG	MAG	SAMEA3951745	China	Asia	Homo sapiens	faeces	NA	05/01/2015	39.9	116. 3  	61	61	60	58	43	30	4873159	4873159	4871576	4855644	4591765	4108374	61	399893	4873159	43.26	155143	65048	9	23	0	o__Bacteroidales_(UID2657)	96.32	0.37	0	1	lineage O	O	#cf9cb3
713A002_11_0_0	Bacteroides	344	4403895	45	NA	3485	NA	NA	GUT_GENOME021754	UHGG	MAG	SAMEA4545280	Kazakhstan	Asia	Homo sapiens	faeces	NA	19/01/2015	51.1605	71.4704	344	344	242	161	42	7	4403895	4403895	4088925	3525718	1685535	468928	344	85440	4403895	44.33	19008	11437	66	141	0	o__Bacteroidales_(UID2657)	94.69	2.61	63.64	1	lineage O	O	#cf9cb3
Q1F2	Bacteroides	3	5315431	77	18	4509	1	NA	GCA_002849695.1_ASM284969v1_genomic.fna	Genbank	Isolate	SAMN06169735	Hong Kong	Asia	Homo sapiens	pus	NA	06/02/2015	22.39	114.11	3	3	3	3	3	2	5315431	5315431	5315431	5315431	5315431	5270081	3	5196111	5315431	43.38	5196111	5196111	1	1	0	o__Bacteroidales_(UID2657)	99.26	1.49	80	2	NA	NA	NA
BSD2780061689_150309_H4	Bacteroides	49	5084960	62	3	4202	1	1	GCA_015553755.1_ASM1555375v1_genomic.fna	Genbank	Isolate	SAMN15532632	USA	North America	Homo sapiens	faeces	NA	09/03/2015	NA	NA	59	59	43	33	28	24	5102436	5102436	5068145	5001398	4916313	4765570	59	648979	5102436	43.35	305316	111297	6	14	24.97	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BIOML_A97	Bacteroides	48	5315029	64	3	4397	1	1	GCA_008569415.1_ASM856941v1_genomic.fna	Genbank	Isolate	SAMN11943568	USA	North America	Homo sapiens	faeces	NA	31-Mar-15	42.36	-71.06	48	48	39	37	30	22	5315029	5315029	5293895	5280876	5151722	4853414	48	954181	5315029	43.15	304777	123076	6	12	0.02	o__Bacteroidales_(UID2657)	99.26	0.19	0	1	lineage N	N	#b84ccb
BIOML_A98	Bacteroides	44	5306916	63	3	4389	1	1	GCA_008569395.1_ASM856939v1_genomic.fna	Genbank	Isolate	SAMN11943569	USA	North America	Homo sapiens	faeces	NA	31-Mar-15	42.36	-71.06	44	44	38	34	30	25	5306916	5306916	5292924	5265426	5194698	4989760	44	672184	5306916	43.15	281936	139080	7	14	0.02	o__Bacteroidales_(UID2657)	99.26	0.19	0	1	lineage N	N	#b84ccb
BIOML_A101	Bacteroides	80	5427422	59	7	4495	1	1	GCA_008569345.1_ASM856934v1_genomic.fna	Genbank	Isolate	SAMN11943572	USA	North America	Homo sapiens	faeces	NA	31-Mar-15	42.36	-71.06	80	80	39	32	28	23	5427422	5427422	5336946	5293060	5238857	5069574	80	872877	5427422	43.28	424055	112578	5	11	0.02	o__Bacteroidales_(UID2657)	99.26	1.3	0	1	lineage N	N	#b84ccb
BIOML_A96	Bacteroides	46	5306094	59	3	4388	1	1	GCA_008569445.1_ASM856944v1_genomic.fna	Genbank	Isolate	SAMN11943567	USA	North America	Homo sapiens	faeces	NA	31-Mar-15	42.36	-71.06	46	46	41	39	33	26	5306094	5306094	5294142	5283176	5179794	4927598	46	671996	5306094	43.15	223473	108497	6	14	0.04	o__Bacteroidales_(UID2657)	99.26	0.19	0	1	lineage N	N	#b84ccb
AS68	Bacteroides	48	4773250	35	1	3910	1	1	GUT_GENOME188175	UHGG	MAG	SAMN06016387	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	01/04/2015	30.3	120.2	48	48	45	44	43	32	4773250	4773250	4760151	4751481	4735381	4375514	48	368080	4773250	43.41	161745	99367	12	21	0	o__Bacteroidales_(UID2657)	95.89	0.19	0	1	origin	origin	#c9c493
BIOML_A7	Bacteroides	57	5305546	55	3	4474	1	1	GCA_008571155.1_ASM857115v1_genomic.fna	Genbank	Isolate	SAMN11943478	USA	North America	Homo sapiens	faeces	NA	01-Apr-15	42.36	-71.06	57	57	43	37	32	24	5305546	5305546	5273929	5231171	5147441	4815286	57	478984	5305546	43.33	219493	145274	8	15	0.06	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BSD2780061687_150420_F6	Bacteroides	67	5278842	62	2	4402	2	2	GCA_015558985.1_ASM1555898v1_genomic.fna	Genbank	Isolate	SAMN15533336	USA	North America	Homo sapiens	faeces	NA	20/04/2015	NA	NA	37	37	31	29	25	22	5157891	5157891	5145693	5131745	5083435	4965899	37	783997	5157891	43.21	393396	170919	5	10	18.92	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
N51	Bacteroides	250	4477621	41	1	3653	1	2	GUT_GENOME195549	UHGG	MAG	SAMN06115511	China	Asia	Homo sapiens	NA	NA	21/08/2015	29.35	106.33	250	250	205	139	57	14	4477621	4477621	4310681	3830694	2500588	955163	250	94079	4477621	44.04	27909	15180	48	101	0	o__Bacteroidales_(UID2657)	90.38	3.28	41.18	2	NA	NA	NA
AS123raw	Bacteroides	35	4967962	50	NA	4080	1	1	GUT_GENOME016195	UHGG	MAG	SAMN06348119	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	35	35	34	33	28	24	4967962	4967962	4965511	4960196	4865420	4707508	35	768174	4967962	43.37	245211	147367	6	12	0	o__Bacteroidales_(UID2657)	97.81	0	0	1	lineage L	L	#0016b4
RA132	Bacteroides	30	4970542	61	1	4094	1	1	GUT_GENOME250815	UHGG	MAG	SAMN06112093	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	30	30	29	28	25	23	4970542	4970542	4967437	4958055	4917793	4843365	30	734931	4970542	43.21	357512	136302	5	11	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage L	L	#0016b4
N281	Bacteroides	81	4994801	52	NA	4132	1	3	GUT_GENOME248794	UHGG	MAG	SAMN06111964	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	81	81	71	64	42	29	4994801	4994801	4967376	4918787	4547562	4076483	81	305459	4994801	43.13	161974	61132	11	23	0	o__Bacteroidales_(UID2657)	98.88	0.37	0	1	lineage O	O	#cf9cb3
AS18raw	Bacteroides	168	4802615	33	NA	3877	1	2	GUT_GENOME016500	UHGG	MAG	SAMN06348131	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	168	168	138	120	68	27	4802615	4802615	4706204	4583190	3696461	2262780	168	175980	4802615	43.5	48527	25783	30	65	0	o__Bacteroidales_(UID2657)	96.46	0	0	1	lineage O	O	#cf9cb3
AS5raw	Bacteroides	66	4920723	31	NA	3999	1	2	GUT_GENOME200212	UHGG	MAG	SAMN06348154	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	66	66	60	57	44	36	4920723	4920723	4901920	4881524	4671837	4357291	66	442614	4920723	43.18	126296	76407	12	25	0	o__Bacteroidales_(UID2657)	97.8	0.5	0	1	lineage Q	Q	#672c41
N016	Bacteroides	39	4910020	46	1	4033	1	2	GUT_GENOME247787	UHGG	MAG	SAMN06111931	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	39	39	38	38	32	25	4910020	4910020	4908170	4908170	4815343	4582409	39	557539	4910020	43.26	255055	124308	7	14	0	o__Bacteroidales_(UID2657)	98.17	0	0	1	origin	origin	#c9c493
RA006	Bacteroides	60	4665019	40	1	3832	1	NA	GUT_GENOME249288	UHGG	MAG	SAMN06112064	China	Asia	Homo sapiens	faeces	ankylosing spondylitis patient	Oct-15	30.3	120.2	60	60	58	55	45	29	4665019	4665019	4659320	4637310	4469932	3864414	60	373200	4665019	43.4	136752	66109	12	23	0	o__Bacteroidales_(UID2657)	95.44	0	0	2	NA	NA	NA
BIOML_A110	Bacteroides	116	5255510	56	3	4438	1	3	GCA_008569245.1_ASM856924v1_genomic.fna	Genbank	Isolate	SAMN11943581	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	116	116	83	70	48	28	5255510	5255510	5164558	5078119	4706927	3972792	116	445746	5255510	43.28	137351	50609	12	28	0.02	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A107	Bacteroides	54	5261198	58	3	4429	1	2	GCA_008569265.1_ASM856926v1_genomic.fna	Genbank	Isolate	SAMN11943578	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	54	54	39	35	24	21	5261198	5261198	5226222	5202440	5005926	4889738	54	470138	5261198	43.29	281059	148638	7	14	0.21	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A108	Bacteroides	59	5260979	63	3	4423	1	2	GCA_008569175.1_ASM856917v1_genomic.fna	Genbank	Isolate	SAMN11943579	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	59	59	46	39	30	24	5260979	5260979	5231571	5186170	5036159	4806710	59	436524	5260979	43.28	262177	148477	8	15	0.15	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A109	Bacteroides	117	5366040	60	3	4532	1	2	GCA_008569165.1_ASM856916v1_genomic.fna	Genbank	Isolate	SAMN11943580	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	117	117	38	32	25	25	5366040	5366040	5251074	5211512	5102339	5102339	117	470144	5366040	43.33	267217	153601	8	15	0.19	o__Bacteroidales_(UID2657)	99.26	0.93	0	1	lineage J	J	#7096bd
BIOML_A114	Bacteroides	36	5262188	53	3	4431	1	2	GCA_008569065.1_ASM856906v1_genomic.fna	Genbank	Isolate	SAMN11943585	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	36	36	31	26	22	18	5262188	5262188	5251956	5218887	5156197	4999904	36	833376	5262188	43.28	361462	163884	5	11	0.72	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A111	Bacteroides	85	5325781	63	3	4516	1	2	GCA_008569155.1_ASM856915v1_genomic.fna	Genbank	Isolate	SAMN11943582	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	85	85	51	41	33	27	5325781	5325781	5242602	5178941	5037800	4801176	85	554031	5325781	43.27	165010	118474	9	18	1.37	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A112	Bacteroides	44	5273022	58	3	4449	1	2	GCA_008569135.1_ASM856913v1_genomic.fna	Genbank	Isolate	SAMN11943583	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	44	44	33	27	23	20	5273022	5273022	5244230	5205549	5127427	5021276	44	469769	5273022	43.28	350438	196186	7	12	1.14	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A113	Bacteroides	37	5263127	58	3	4435	1	2	GCA_008569115.1_ASM856911v1_genomic.fna	Genbank	Isolate	SAMN11943584	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	37	37	30	26	22	18	5263127	5263127	5250583	5226023	5151332	5019494	37	1229326	5263127	43.28	375367	196186	5	10	1.22	o__Bacteroidales_(UID2657)	99.26	0.37	0	1	lineage J	J	#7096bd
BIOML_A104	Bacteroides	41	5130787	65	2	4264	1	1	GCA_008569225.1_ASM856922v1_genomic.fna	Genbank	Isolate	SAMN11943575	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	41	41	32	30	24	21	5130787	5130787	5113846	5097547	4991724	4875868	41	1016092	5130787	43.32	328516	156963	5	11	33.19	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BIOML_A100	Bacteroides	32	5135047	64	2	4269	1	1	GCA_008569365.1_ASM856936v1_genomic.fna	Genbank	Isolate	SAMN11943571	USA	North America	Homo sapiens	faeces	NA	09-Dec-15	42.36	-71.06	32	32	25	22	20	18	5135047	5135047	5116654	5094215	5069431	4982777	32	660807	5135047	43.33	386655	207205	5	10	75.33	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
